a,b,label
-13.38931323,-12.85470648,0
-6.689089353,22.31887051,0
9.131862541,3.043020416,1
-3.802602227,18.4017905,0
-13.80805152,-16.60467849,0
-4.771985633,19.13154301,0
9.117922997,-2.394512104,1
10.29697442,3.085720728,1
-16.06678873,19.02787983,1
-17.3475414,-12.68069016,0
-14.89373958,14.22255721,1
-13.55396333,-14.3558115,0
-15.91186133,16.70200452,1
-12.71635558,-11.08628104,0
-14.36502487,-11.0680196,0
-5.523531549,15.53300589,0
-5.533148321,14.69140411,0
-3.599491612,17.15759952,0
-16.73662819,14.85380982,1
-20.91500163,15.90652486,1
15.43347841,6.666571168,1
-7.225128458,13.72279107,0
-15.47317979,15.6310328,1
-4.60162963,13.94510252,0
-15.29134479,-14.68275329,0
8.782525965,5.199566642,1
7.375920752,4.101300405,1
8.721990884,5.63665531,1
-6.472669598,17.53353499,0
-4.736622752,14.49169353,0
-16.33821556,-13.64332023,0
9.024448309,2.825124094,1
-10.14306256,17.64651673,0
-7.773733982,16.15292218,0
-18.63708438,15.1847474,1
9.797079968,4.37181892,1
-18.01901425,14.51482104,1
-16.92370072,-13.65976379,0
11.2366019,4.99062446,1
8.926209346,0.84910277,1
-1.832021993,17.0061409,0
-15.07835587,15.98214199,1
-18.30232846,16.70888451,1
9.976441151,2.150679235,1
-13.94855845,10.36418407,1
8.009032895,1.56700605,1
9.033069544,4.564434254,1
-16.65762839,14.27238521,1
-17.64238998,-18.5300302,0
-17.98595493,11.02045889,1
-14.84942884,-10.12670793,0
-14.12731918,-18.7358633,0
5.52665226,5.18576226,1
9.973177628,8.969452471,1
9.378374335,5.48401872,1
-6.797424105,16.39695169,0
-13.63230731,18.3094001,1
-15.62710729,16.98420656,1
8.828444911,6.724388094,1
-12.72305098,-14.81862121,0
-18.95696443,17.61453365,1
-14.31002636,15.43258256,1
-8.699398884,-15.74740519,0
-5.945230632,17.09711275,0
10.59866015,2.338442538,1
-19.65790196,13.96066269,1
10.92532323,2.021037344,1
7.075173373,5.309058389,1
-11.11376545,-14.09846456,0
-19.17747577,10.32298123,1
-14.18700472,-11.81958678,0
-16.25783355,14.36593886,1
9.84725972,1.970592686,1
9.921329124,4.334443255,1
-0.420598999,17.30289514,0
7.518249493,7.543789405,1
-14.39873446,16.46309116,1
-13.8003755,-13.18185184,0
-21.16617629,12.53639751,1
-16.79594753,13.60510873,1
-15.30955731,12.31771913,1
8.885914056,3.017177212,1
-20.3569053,13.67568834,1
11.42048799,6.490124212,1
12.09362716,2.978102379,1
7.607633368,6.79533101,1
7.292032323,4.786722454,1
-14.86560887,-14.2681226,0
5.455247722,3.809071276,1
-9.839579873,-12.85899309,0
-12.69746575,-12.04394104,0
11.47269614,2.694984793,1
-16.06330271,8.7607627,1
-10.97874373,-10.18552636,0
-4.717557436,18.75849426,0
-15.37870405,-13.38461851,0
-11.82366544,-12.96223487,0
6.490767535,6.054122472,1
-15.64539975,15.0219646,1
-18.44888107,16.67748761,1
8.496004142,1.91081075,1
-18.54918158,16.74327935,1
-14.8926646,-14.95986197,0
-13.87669524,-12.86714617,0
-11.48449219,-12.96128044,0
-18.81155008,18.25010265,1
-4.426154692,18.5506828,0
-14.85527087,14.02762421,1
-13.21478093,-13.87476001,0
10.91075972,3.850162353,1
-18.10083485,15.73145184,1
-4.257999544,19.24974375,0
-20.36651109,12.49683973,1
-5.891167027,17.80935265,0
-14.37717441,-17.96938478,0
-21.09510831,15.43044186,1
-13.51476837,-14.59814608,0
-15.04909116,14.61610255,1
-18.53751091,18.66399185,1
-20.24785374,11.41535289,1
-16.71177947,-10.14907032,0
-18.5920095,16.78999769,1
-14.64295224,-13.53844642,0
-13.27750087,-15.09160612,0
-15.81099059,-13.63555649,0
-17.68480119,14.56452653,1
-4.198757932,17.54605695,0
-15.47195142,-14.98348666,0
-1.320483056,20.28170232,0
-14.95853437,-12.93631319,0
11.62015509,4.214932362,1
-3.087600277,20.5008337,0
8.382671999,4.423449275,1
-5.398473316,17.31368141,0
-16.39956888,18.04229339,1
-3.297448269,16.86241738,0
-4.330819483,17.93126755,0
-13.0990268,-15.38824053,0
-15.92156041,15.35037054,1
-18.66658462,12.61505497,1
-3.347011022,15.76915855,0
5.540274273,3.169297818,1
10.99665991,3.477098228,1
-18.67128981,15.23520991,1
-7.523182135,18.75583602,0
-19.87187748,13.92378961,1
-13.72005515,-15.36507927,0
-15.77063652,14.04729088,1
-10.41655923,-15.56297055,0
9.895110979,1.75530059,1
10.27948592,1.147727018,1
-13.42411417,-11.43569999,0
11.32278846,5.784169077,1
8.905965356,0.68539288,1
-8.768740185,18.25862441,0
-6.296318741,15.38239267,0
-17.02713903,15.80818121,1
-14.96150749,-11.42838615,0
-10.6783719,-11.24951963,0
8.348146534,3.644663945,1
-16.45560847,-13.72885471,0
-20.23152872,16.96020913,1
-15.19100173,16.10138181,1
5.9699828,2.026246777,1
12.46509767,3.98502751,1
-19.80802091,11.2795807,1
-13.57691809,-12.1838109,0
-15.95169503,-13.89596195,0
-13.92376178,-13.14731746,0
-25.52145602,15.21462189,1
-6.119005554,16.68532552,0
-17.65293015,12.68546981,1
-6.063841287,20.12659071,0
9.737750457,0.230536465,1
-3.686546742,18.87174548,0
-2.594507275,18.55107332,0
-0.676509811,17.67680063,0
10.47421411,2.049643359,1
-12.97009441,-14.6117304,0
-1.783970096,18.23728413,0
6.548109362,3.648400748,1
-3.940883261,16.18722507,0
-4.954386948,16.52173652,0
-7.976218384,18.3952921,0
5.872014499,2.097407392,1
-10.41252649,-14.93912399,0
10.21829285,0.875195121,1
-6.179442146,19.20572907,0
-12.89454895,-15.19458299,0
8.754264177,0.754551431,1
-1.553365247,22.49117255,0
-18.11030961,14.06152999,1
-4.882684225,19.73411961,0
-18.48624627,16.91265523,1
-4.144918143,18.83716177,0
9.593145129,5.993400656,1
-13.42844706,-16.52425432,0
-16.76724672,14.51471396,1
-15.61103419,-13.98755256,0
-5.330191602,16.93199766,0
-6.588191872,19.32513312,0
-3.83219273,17.40947938,0
-5.911262475,18.41675224,0
-13.65313576,-12.02963967,0
-15.8073461,15.38689706,1
-15.87131598,-14.27410944,0
-15.91453114,15.72822491,1
10.29379822,3.831548638,1
-6.461870353,18.382214,0
-4.304364274,16.64275307,0
-11.12286025,-16.47656903,0
10.09697229,3.330722426,1
-19.96053915,14.76685634,1
-3.395602137,15.73204568,0
-15.95733283,-10.16688878,0
-20.00253349,13.93221573,1
-17.88985993,-9.516956572,0
6.739635495,4.520251076,1
-17.86865684,14.2509263,1
-20.5630571,15.92341983,1
-14.00902815,-13.72882359,0
-20.06260226,13.86159335,1
-2.732749617,19.53243832,0
-3.253729121,17.12439159,0
-15.84892701,-10.192374,0
-6.19712476,19.72777645,0
-14.6158909,-13.78114944,0
-14.76639362,-14.06144722,0
8.898013233,3.549948015,1
6.913645303,3.440812858,1
-8.063113619,20.25394901,0
-20.78272607,11.83992857,1
-15.15808346,-13.43682213,0
-14.38460872,-15.35219701,0
-12.85826293,-14.28373577,0
8.39366963,2.987353433,1
-3.340514245,16.79406588,0
-17.6319544,12.67372778,1
8.842025169,5.478825318,1
9.9748809,4.119734767,1
-2.212806624,15.22487013,0
-12.34433896,-12.2063558,0
10.46264198,5.306780089,1
-18.48406238,16.3053439,1
-6.160753226,19.17373782,0
-5.243051345,17.58663306,0
-15.95300454,-12.11608703,0
11.28340738,2.951197691,1
8.322240529,4.665290963,1
-16.72037436,13.49258838,1
-18.06281966,16.74768494,1
-7.199193401,20.85043702,0
-14.13110334,-16.95900871,0
-18.5618341,14.66250162,1
-9.181673061,-17.28669258,0
6.488860663,2.530517487,1
-4.80660634,19.19739822,0
-13.76946765,-12.96269166,0
6.534038769,4.649299169,1
-2.769688526,17.36041779,0
-4.355868383,19.97966251,0
-21.99926329,15.61211325,1
-15.34783203,16.49839935,1
-13.50051837,-18.5216974,0
-12.79808087,-15.50619712,0
8.065048806,3.791897277,1
-13.80493346,14.91875763,1
-12.04345673,-12.65308012,0
-17.7796739,15.39776522,1
9.295518042,3.295117264,1
-11.51987883,-13.19411286,0
-3.752831514,22.56995797,0
-15.71910553,-17.67489636,0
-11.24896281,-14.75556423,0
-21.76591352,13.48907739,1
-15.86692537,-12.9045904,0
-6.310849866,21.57919404,0
-17.24659959,-13.44657315,0
11.25251068,2.522392913,1
7.406744923,2.610780255,1
-4.370062541,17.76828615,0
-11.57944446,-14.90258713,0
-14.4898161,-8.984283776,0
-5.910762113,14.24949079,0
-11.31135688,-14.15546012,0
-16.34113882,-14.57416792,0
-3.275800651,15.3366129,0
5.902747296,1.706244523,1
-16.23843041,-12.54453851,0
-17.38814847,15.30861344,1
-4.883338837,15.17907588,0
-14.58130426,-11.71697322,0
-13.90794504,-14.12932207,0
13.45185177,1.916820382,1
-14.20245377,-16.64218246,0
-15.04820236,16.07357833,1
-20.64702784,10.54809686,1
12.11682036,-1.029277945,1
-19.35337927,12.22173157,1
-12.25599222,15.68678787,1
8.183220083,5.613007191,1
-14.49836091,15.64930438,1
-1.564467544,17.22929989,0
11.65695132,7.645063651,1
-18.34362808,16.41755847,1
-11.81180192,-13.16262363,0
-5.090047324,21.15785957,0
-12.85894311,-13.96893609,0
11.55886874,3.171615439,1
-13.39911231,-14.30608583,0
-20.73721379,14.40217385,1
-7.833418636,16.47293888,0
-18.16864619,15.54045305,1
-10.69858525,-15.31640876,0
13.31030789,6.52762829,1
-2.463065455,16.84542948,0
-5.240847369,16.22075697,0
-0.389078113,14.29404187,0
-9.083598892,-15.48173279,0
-16.21461431,-14.94277521,0
-4.990536662,17.98032208,0
-13.4603422,-12.21871877,0
8.372484897,7.398792459,1
-2.919289815,16.95810183,0
-17.56886082,11.99452151,1
-20.4912424,12.05083802,1
-17.06532438,13.18453669,1
5.081045144,5.312785397,1
-5.976070158,16.30302073,0
-20.49457701,15.19705043,1
-10.83474517,-14.34112702,0
-15.43478249,17.786303,1
-3.404150053,16.08147986,0
-11.62166974,-16.3322186,0
-3.727426884,22.3550817,0
7.072418015,3.284760919,1
-5.457739022,18.7427974,0
-18.25295604,14.94799483,1
-4.237003404,15.375628,0
8.499910259,4.262446348,1
-11.93882281,-14.12727553,0
-13.55353723,-13.46153536,0
-5.215571511,18.0662715,0
-16.84246486,12.67777846,1
-18.65974434,13.3929486,1
-7.65886166,21.69148979,0
-15.45212299,-11.90887477,0
-7.044057487,18.65706692,0
-15.7338308,12.05652859,1
-14.40157246,-16.9314706,0
-18.02440315,17.32423011,1
-2.362006962,19.14103228,0
5.599602183,3.881778146,1
-20.66085955,17.23745998,1
-5.073004325,16.16203634,0
12.16364768,2.921590887,1
-20.56965192,13.71689394,1
-2.692067742,18.04903838,0
-13.69181627,-13.22303202,0
8.580879018,2.40120187,1
-18.00077972,17.03740065,1
-16.08735565,-14.47620006,0
-16.46012118,17.33891585,1
7.430629444,0.751141029,1
8.807924614,3.132568879,1
-13.36003355,-11.57186009,0
-15.74600218,16.05571825,1
-2.563057261,15.60929022,0
-18.24034521,13.37329288,1
-16.61108909,13.03599247,1
-18.27604251,13.12011522,1
7.329025618,6.553355232,1
10.32425894,3.750508875,1
-19.30847458,12.33963318,1
-3.65173726,17.60994462,0
-7.84913673,17.18728161,0
-16.42129468,17.97632947,1
-13.49092155,-12.90353509,0
-20.68274923,16.63843334,1
-5.015984295,16.39439499,0
-10.07897029,17.45656381,0
-19.23694328,16.11758445,1
-8.425160125,17.91747686,0
9.762401542,1.644311201,1
9.912474316,2.175841996,1
-13.21301751,-15.7566437,0
-15.46824131,-14.56635092,0
3.465781234,3.196695255,1
-6.356540723,20.10838163,0
-17.2013702,12.22556058,1
8.140091816,4.605356839,1
-1.99149576,19.29019563,0
10.89759621,2.777428784,1
-3.89655635,17.43761162,0
7.194602283,1.601871861,1
0.035469606,16.96683471,0
-18.07478062,15.0166999,1
-16.90209438,-15.62496167,0
-12.36660866,-13.20261956,0
-5.547708913,23.46891059,0
8.559679135,2.490185172,1
-13.67982674,-16.605973,0
-2.80734338,20.40263287,0
-3.273753973,18.39525627,0
-4.773054614,21.27792917,0
-7.180508327,20.13487796,0
-16.51052256,-14.7075101,0
10.05896672,-0.49450265,1
-11.61417078,-10.90269886,0
-18.80523522,13.46164019,1
10.74251818,5.12718349,1
-2.065314547,20.78875496,0
8.119725007,1.633507734,1
9.423831395,3.521921428,1
-4.97662227,18.48997407,0
7.719359414,6.607489176,1
-4.085535281,17.95728929,0
-8.207250564,16.82982221,0
-5.445280988,21.01002453,0
-12.8376599,-16.80488782,0
-10.65676385,-11.9956462,0
-19.99386204,11.01574788,1
-10.39626947,-15.52795698,0
-16.42066464,-18.11615465,0
11.01806686,3.035260316,1
-6.683106392,18.97140337,0
11.1441408,3.473228793,1
-18.02892391,11.57879644,1
9.698826133,1.763089024,1
-5.453757653,20.22612596,0
-15.1781167,-12.47102832,0
-13.56762573,17.73265938,1
-13.32247641,-11.18249234,0
-14.11152139,-19.55924695,0
-5.057670844,19.13355217,0
-8.468230911,16.9039972,0
-18.40933887,15.00057004,1
-14.15965689,-10.96176329,0
-18.61816571,16.88942212,1
-8.759979088,17.32554529,0
-5.555456542,16.24618781,0
-15.27860042,-12.43292649,0
8.6208621,5.410080776,1
-17.17886758,13.86473309,1
-13.02122151,-13.5116478,0
-6.10823342,18.82684449,0
-16.11710136,-14.19955809,0
-18.81535836,15.83038193,1
7.202670031,0.683787737,1
-3.181762034,14.88757105,0
-16.58740636,15.54591286,1
7.521192108,4.643529608,1
8.807817698,5.434710789,1
-19.39212187,13.87746178,1
9.118558174,2.280227254,1
-3.638107263,17.22613131,0
-12.65722026,-15.22718332,0
-15.28290373,-13.33948496,0
-15.05544369,16.98924977,1
8.794360177,0.166319026,1
-16.46562821,14.77586088,1
-23.95368485,14.37306668,1
10.7646755,2.671164284,1
6.281725752,3.762649839,1
-2.076054591,17.6099249,0
6.20458808,3.65653021,1
12.99305255,2.982807426,1
7.308678471,2.006851929,1
-0.969776,15.30222425,0
6.694506978,2.882002242,1
-16.90523383,13.02726563,1
-8.199327134,-15.8362019,0
-4.762186416,16.66646894,0
7.916997202,5.881991416,1
-19.14878282,14.0251708,1
-16.4627703,10.96320767,1
9.660605452,4.84477681,1
-10.54854246,-11.3123465,0
-15.95607282,-14.99846508,0
8.929000761,4.929350662,1
-2.957828338,18.50615057,0
-20.12543006,12.86149922,1
-11.76513567,-11.50551901,0
9.565855212,5.645563345,1
-12.13584324,-13.09638229,0
-0.752328497,14.12439666,0
-21.6346929,18.70068006,1
-14.09609381,-12.55292771,0
-3.713749489,14.87578794,0
10.70897725,-0.153543189,1
-4.40358185,19.66004668,0
-4.819092516,17.02162095,0
-13.25799792,-12.14307717,0
-5.088372227,21.57017353,0
-4.617256852,20.32584696,0
-15.07263307,-14.28083727,0
-6.739221977,17.25946117,0
-16.44051853,15.34009987,1
-5.162415489,20.03563805,0
-14.14586284,-10.81704902,0
12.39733604,0.885416548,1
4.303102966,2.629842543,1
-13.57514411,-12.80773848,0
-6.245200573,17.42363288,0
-6.311541015,15.86547625,0
5.592170505,2.165703672,1
-17.51682499,15.28890595,1
-1.417372883,20.50646496,0
-18.93913779,15.8459472,1
-1.540595919,19.98628836,0
-17.9029725,13.53649965,1
-16.03150967,12.0239579,1
9.451979409,2.452492798,1
10.29093616,6.924565585,1
-13.62251125,-17.25315264,0
-11.07489412,-17.62839468,0
-12.81828839,-9.815530228,0
-18.20849566,15.76079528,1
10.86610905,3.702225104,1
11.6692834,5.735633743,1
-11.00231967,-15.1032436,0
-6.213415635,20.87331198,0
9.894448906,3.450834531,1
-5.295307214,15.57997578,0
-11.99912246,-16.62783083,0
-17.41441686,16.416731,1
-11.59325451,-15.91298156,0
6.641263283,3.540378093,1
-17.78056506,15.20974253,1
10.24389113,4.683805663,1
7.551991751,6.505269231,1
-14.20281719,-11.82148058,0
-5.167262104,19.26991645,0
-19.49366054,15.85526074,1
7.589449756,5.053117334,1
-14.44566624,-17.93180406,0
-15.34222005,17.82394018,1
-8.057135178,17.06010411,0
-9.892534887,-13.24671759,0
-17.37160375,11.54397099,1
-9.442119069,21.09543966,0
-17.41665906,12.52097329,1
-4.343189922,17.20481832,0
-6.004640891,20.91583626,0
9.500828307,2.693708816,1
7.487092355,4.384944042,1
-16.0026732,15.384041,1
-3.252175692,17.87289786,0
7.813691681,7.582463213,1
-17.84299906,17.40171589,1
-16.70023348,-16.28575874,0
9.853305897,3.651928811,1
-0.896899396,21.53925394,0
-5.471363444,16.10969378,0
-14.72055027,-8.681455941,0
-6.590374167,15.36610635,0
6.880362616,-0.685948358,1
-3.792847436,15.92174113,0
10.39286392,1.27537623,1
-14.65517706,-16.18983146,0
-17.36675535,-13.09727739,0
-15.14333301,12.70492177,1
7.679876659,0.130335094,1
10.47734645,5.283020345,1
-14.76785041,-14.97586697,0
-12.25241944,-13.56056656,0
-5.556172627,15.81552044,0
9.923114755,4.28245898,1
-15.27998166,-14.54744235,0
-14.45556918,-13.9100723,0
-17.82237089,18.42560342,1
-4.616197153,20.12988105,0
-17.55019122,14.09536591,1
8.250192323,4.433399776,1
-12.02487956,-14.75492793,0
-2.960083971,18.97376722,0
-12.17005362,-11.81297469,0
-2.455107656,19.14395438,0
-19.84815093,14.70663816,1
-16.4035491,19.29226428,1
-16.04593236,-13.58527168,0
6.543127595,7.920891366,1
11.14462741,3.11613879,1
-16.60926502,17.63295108,1
-17.90383174,13.88187815,1
-17.3613864,15.03695602,1
-15.84850118,12.67295347,1
-18.52585185,15.44232083,1
-16.95064694,11.20489079,1
-11.42377053,-15.31030911,0
-4.952801255,16.51158159,0
-6.219672626,17.44518476,0
11.83879501,-0.487298311,1
10.66070304,4.477573354,1
-19.41260636,14.21985935,1
-13.98837324,-13.59203041,0
-7.440739105,19.49010049,0
6.928568461,2.156199683,1
-14.96002577,-13.48091181,0
-16.40283936,13.69679527,1
11.71567598,2.919946639,1
12.67120343,7.740916757,1
-4.201889735,14.62340505,0
-16.1458512,16.79387124,1
10.56084354,4.192495771,1
-16.72241593,-16.43915874,0
-18.26484117,-13.08828284,0
-18.57404688,15.11556436,1
-4.4322503,16.59986942,0
9.532386071,3.008077659,1
9.60073692,8.371401447,1
13.17644296,5.996557673,1
-7.24131116,18.52158181,0
-13.99456425,-13.73016369,0
10.72541146,4.169937684,1
-3.141827634,16.9964828,0
6.790672672,4.412075543,1
-3.418511442,14.79595104,0
-17.01492146,16.14657909,1
-13.0284659,-13.83854342,0
-17.58473364,14.16187976,1
11.19029615,3.868853578,1
-3.067999987,19.0307606,0
-3.185739897,18.72154921,0
-17.80533081,13.73670226,1
10.4698166,2.831493262,1
-3.437651454,18.70867485,0
-17.59395215,-16.702472,0
-13.01218702,-10.84935022,0
-18.40300663,14.21420841,1
-13.48309757,-17.53247659,0
-11.58880985,-13.68310885,0
-15.57863396,-12.24121911,0
-20.51552191,12.93216097,1
-20.42147499,14.03578095,1
-15.24023459,-12.03057031,0
9.330179408,0.860102912,1
-16.36036944,13.85647873,1
-15.95114633,12.98690484,1
-3.775251466,17.28935158,0
-18.71393151,18.08377382,1
-5.608294603,20.5240564,0
8.951087261,4.370526074,1
-11.73757491,-6.702108811,0
8.460384487,5.370983687,1
-2.640568503,19.44517995,0
-17.63641325,16.43044699,1
-5.293292275,19.93432135,0
-14.43787676,-13.8428936,0
-12.29545824,-11.25118178,0
-6.241933428,17.95449866,0
5.111531793,7.395732667,1
-14.72648866,-12.07665764,0
-3.685770244,18.95375484,0
-16.60717061,-13.40316085,0
-8.069445588,16.64475612,0
-3.654489304,17.40803874,0
-5.509881374,17.48312512,0
-15.95708689,-12.38536568,0
9.447410928,6.767257658,1
11.7735411,3.822331349,1
-16.99314767,12.05039395,1
-17.95998078,15.25169163,1
-6.696830293,17.4101475,0
-15.9186272,12.75406424,1
-5.06954387,14.49042045,0
-14.73452122,-16.63272692,0
-16.28217942,13.95199595,1
-18.85648631,15.30912364,1
-11.13692979,-12.03207922,0
-5.007907847,18.12253344,0
10.42377023,2.536882497,1
-14.12754601,-16.02057665,0
-17.58755118,11.91481767,1
-15.53079628,12.94024688,1
10.6811589,9.575648257,1
-3.170341208,17.65876798,0
-16.80623246,13.16404933,1
9.765521699,-0.217858038,1
-4.679673598,15.20114326,0
-8.18077665,19.81864888,0
-5.056916006,17.5027906,0
-14.30671289,-13.78875989,0
11.72032347,1.792981113,1
7.736213758,7.165380699,1
-20.8066033,13.44527148,1
5.152951367,3.311638383,1
-17.94949981,13.09042872,1
-19.85534079,16.86393503,1
-10.63874332,-17.66342501,0
7.843919891,3.485290118,1
-1.563308906,18.9012196,0
11.665228,1.430603056,1
-5.510520222,16.34207907,0
-14.71493408,-13.84943225,0
-15.1209422,15.78802049,1
-14.96956685,-11.93938219,0
-21.62083357,15.22310257,1
-18.98884999,17.18555717,1
-17.34998615,17.57047986,1
-13.69144893,-16.14103466,0
-19.99148709,10.68537289,1
-1.934175341,22.04075803,0
-18.08133333,14.28055534,1
-10.2574025,-13.82325621,0
-8.751475149,20.04359964,0
-15.15577808,-13.51186782,0
-4.97346346,19.12281049,0
-17.78216573,15.95400379,1
-3.945375559,16.23163629,0
-5.997274131,20.11689401,0
10.50019001,4.26028529,1
-13.04256536,-16.15333504,0
-0.211564076,17.91333466,0
-12.29970851,-15.62222261,0
10.63765165,2.32153467,1
-14.55818536,-13.50184424,0
6.703142438,4.531770332,1
-5.208986311,18.58661531,0
-17.1088334,14.63292002,1
8.923921921,2.120717529,1
-18.46674922,15.2651395,1
9.370885435,5.193153644,1
11.19652931,4.049661322,1
10.1492978,4.897200733,1
-17.38803547,10.9796343,1
8.086499555,8.142218046,1
-6.407821508,17.21000738,0
-17.81846624,13.97671188,1
-19.74786363,16.40916362,1
-17.80343522,15.61262608,1
-13.52559403,-16.33140119,0
10.55707801,6.062576018,1
-5.984517349,18.32215828,0
-12.03075761,-19.1753069,0
10.62282002,7.002402087,1
-18.77103909,12.14433347,1
-3.837085585,20.24597942,0
-20.56047623,16.538905,1
9.30541496,4.905993439,1
-5.281340437,19.6806666,0
-12.77348644,-12.09301278,0
-12.82335354,-16.1007806,0
-13.13830887,-16.01474677,0
-8.575570414,18.66787591,0
-4.563475377,20.64285776,0
9.784895364,6.715403463,1
13.60986981,6.327436557,1
12.63710702,0.123058267,1
7.817845121,5.462183068,1
-4.056376783,18.4763403,0
-19.53450848,13.63878848,1
-4.92135199,16.36667202,0
-18.04097668,15.2094692,1
6.905770896,6.06196773,1
-3.823595106,19.43091774,0
-17.51410118,17.00473272,1
8.447368863,1.68620069,1
8.217329083,4.91409267,1
-17.73535892,15.43766034,1
-22.36273372,13.41896951,1
-15.36944474,-13.38326766,0
-18.31297252,15.84851186,1
8.493652158,5.949603018,1
9.448767964,5.542328467,1
-18.36416855,14.88996796,1
-17.33670643,16.05069191,1
-18.22844696,12.19824142,1
-6.125693857,15.63281647,0
8.092134856,3.615076547,1
11.29870125,2.256456491,1
-19.91892354,17.40732371,1
-2.011598643,19.78329684,0
-17.32368715,15.54949786,1
-2.702173499,19.61189764,0
-4.698682462,15.97322197,0
-16.11277044,14.51622536,1
-5.150554843,15.60653986,0
-3.244620466,17.18704867,0
-14.92546158,13.83885521,1
-5.681012012,16.80409879,0
4.974990583,5.699250659,1
-1.409699027,17.64676467,0
-8.444664304,20.736317,0
-1.678586237,18.81791532,0
-19.65266115,14.35266033,1
10.56071726,3.565333156,1
8.107902326,4.604552925,1
9.173516366,6.393477133,1
-16.224335,-15.12920265,0
-6.107160695,18.25041744,0
-13.70924724,16.16139947,1
-5.286429579,18.05794865,0
-4.814682656,21.12661256,0
6.194154642,2.680829308,1
11.23753679,1.202853109,1
6.804904396,4.165156312,1
-6.053617844,18.47614816,0
-13.89215233,-14.47637808,0
-5.388970564,17.76893086,0
10.28524729,-1.040202273,1
-19.91130953,14.56406362,1
9.864143129,3.571681331,1
-7.562655514,-14.27656946,0
-5.726476668,16.88136871,0
-7.358621298,14.42461138,0
-11.15927964,-11.83960885,0
-7.301773474,17.64125334,0
8.484398285,1.578278251,1
-15.39615441,12.28658236,1
-5.661665349,22.18206822,0
-17.42979715,11.7306196,1
-15.03007414,-13.84280456,0
-16.95620344,15.72968842,1
9.559532138,5.938575798,1
-11.80639163,-16.02451747,0
-7.108013634,14.09585908,0
-4.899134506,16.7346987,0
10.81617211,4.377132379,1
-18.47619654,14.9613374,1
-14.11444637,-12.44843491,0
-17.82396191,-16.40333076,0
9.475892752,6.538082932,1
-18.94383454,10.83457259,1
10.99316263,7.301093543,1
-17.99777473,13.53647363,1
-14.3914203,-13.13154182,0
-14.78123272,-18.86731838,0
10.56879466,5.802830751,1
-14.9154813,-14.27623626,0
-15.57990307,-12.36988869,0
-13.67319244,-12.38650336,0
-4.77380024,19.11516831,0
-15.39156436,-16.6703284,0
11.03859175,1.791587214,1
-18.19443654,-16.09657484,0
11.51342522,4.319171707,1
-4.600668056,14.10923201,0
-21.18766669,15.55485629,1
8.503063796,3.335101146,1
-7.40566891,19.8668806,0
9.121622989,2.788091149,1
-14.89988252,-16.11843562,0
-2.639454268,15.57335663,0
-12.16355298,-17.50710179,0
-17.95720668,13.97601417,1
-14.29915818,-16.84712107,0
-5.937117045,16.32888352,0
-16.26165266,-16.82525574,0
-21.00690611,10.6435655,1
-17.23921898,14.31341635,1
-5.049014944,19.18715526,0
-19.14250759,13.16658133,1
-10.25286478,-14.49052441,0
9.918807014,7.253573905,1
-11.81514045,-13.78682846,0
-15.30616607,-9.962749224,0
-4.67666437,17.66060558,0
10.28532653,7.539061014,1
-5.500867362,18.73268305,0
-6.078910483,16.44282659,0
-3.974512115,18.6225416,0
-3.924200484,17.62418695,0
10.2434898,5.040868963,1
-4.019025025,18.9725768,0
-16.11625207,12.29864124,1
-5.083901787,16.94172271,0
8.589428262,4.924848438,1
8.11255902,6.02309707,1
-13.25177979,-17.34637198,0
-4.264194458,17.97004663,0
-14.1869327,19.45672092,1
7.246391415,3.458178421,1
-12.00132644,-12.799002,0
10.99578606,2.289946822,1
-6.317141323,20.67118032,0
-15.5109392,-15.3718185,0
-5.065499548,17.67986374,0
-19.53140152,17.22391308,1
-13.31269256,-16.15700344,0
-11.09415145,-11.90235516,0
-6.221808471,21.73312863,0
7.801700356,5.251000044,1
-12.91438444,-14.69259641,0
-5.46810721,16.72856709,0
-15.22772103,-14.04327846,0
-11.1282378,-13.33922659,0
7.657755945,1.718246468,1
-18.97954061,10.91364466,1
-11.96253525,-11.51066575,0
-16.42548633,14.20050265,1
-16.68920387,-15.09712901,0
-12.32976308,-14.2276673,0
8.916859534,3.733665363,1
-16.29552799,-14.09673746,0
6.59961353,4.810772749,1
-9.974870861,-15.52765747,0
-13.89969511,-18.80477502,0
-1.487486766,18.83853568,0
-6.122841335,19.29443589,0
-13.7923912,-12.39357016,0
-15.74643341,-13.48837005,0
11.64674501,1.590257633,1
-9.488080922,-13.19615075,0
12.20811215,5.940056915,1
0.270291448,15.0226316,0
-11.54583353,-18.30946125,0
-4.528462104,17.01468591,0
-11.66245461,-13.9223534,0
-6.961708715,15.26933593,0
-15.23555431,18.67415442,1
-14.97193042,9.917335085,1
-13.54011122,-14.59309605,0
-16.15870491,-12.36237982,0
9.436911732,-0.311128821,1
-18.5944092,12.61187628,1
-7.777033702,16.56671218,0
-15.21573542,15.7020075,1
9.231292005,6.351241864,1
-17.56855219,14.898143,1
7.169578936,4.19887484,1
-18.25042618,-13.36941274,0
-14.58029135,-10.12242212,0
-16.3559694,16.14213808,1
-16.50254044,14.66014315,1
-13.77053612,12.65733313,1
-14.42379404,15.11913196,1
10.83006866,5.05241954,1
-7.016999711,17.01902241,0
9.235157105,2.568568283,1
-17.31604541,12.73477443,1
-5.876884087,19.2056788,0
6.107791048,0.186490598,1
